text,emotion,hr,hrv,eda
@USER all these things you mentioned mean nothing to those of us who love our country! Our freedom and country mean more to us than anything of this world #maga #KAG URL,neutral,60.9,51.6,1.91
@USER you are a shining light in a dark world,calm,59.6,71.5,1.34
@USER You can't lump small l Liberal conservatives in with the far right nutbags.......,calm,69.9,82.2,1.35
@USER @USER When a white man commits murder conservatives say he is mentally ill. If an immigrant commits murder they blame religion and nationality and smear an entire nation of people. Bigotry. URL,neutral,61.9,61.8,2.62
@USER Agreed. Bring your dollar bills!,neutral,77.7,53.8,2.0
@USER Shitttt. I do &amp; does.,anger,89.7,21.4,5.77
@USER Does he rage against 2 gender skeptics?,neutral,76.1,60.8,1.53
"@USER The Kavanaugh debacle has given me a great number of new accounts to mute on both the Maga side and the blue wave side. Seems nobody stops and thinks, Does this argument help my side, or harm it?""""",neutral,75.6,65.0,2.02
@USER I didn't think about violence towards antifa when I was a kid. Boy how times change.,neutral,60.5,60.0,2.17
@USER It’s your opinion but mine is he is the best in the country,neutral,69.2,62.9,1.73
@USER Confidence = Rigged,neutral,65.4,53.9,2.39
@USER She is backon twitter,calm,57.5,71.9,1.52
"@USER Josh, thanks for including COCK-A-DOODLE OOPS! in this list of amazingly illustrated picture books!  I love Deborah Zemke's just before sunrise"" illustrations!""",neutral,73.6,51.2,1.34
@USER Give him the Oscar!!,calm,64.4,67.7,0.98
Kamala Harris interviewed by CBS This Morning on #Kavanaugh's character. #MAGA #MakeAmericaGreatAgain #TheResistance URL,neutral,75.9,55.8,1.81
@USER Your fucking Bf nigga,hate,97.1,22.0,8.45
@USER @USER Itne me too liberals ko BURNOL khana padega....,calm,62.3,82.5,1.36
@USER Early Antifa group. Heavily armed but look happy. URL,calm,57.2,84.6,1.66
MAGA 👍 KEEPING AMERICA GREAT 👍 URL,neutral,74.0,64.4,2.05
@USER @USER Gun control isn't a solution though,neutral,68.8,50.5,2.76
@USER It really is unbelievable that he feels it’s ok to call citizens worse than deplorable. He’s nuts. No wonder ppl are running to Reps. He obviously thinks he is way better than us. Time to go away Mr. Biden!,hate,103.8,23.6,8.31
@USER Because she is in Labour Friends of Israel ?,neutral,66.1,64.7,1.7
@USER Such good news!  I hope she is better soon!,neutral,71.6,68.9,2.75
@USER @USER Course it has son 😉😉👍,neutral,60.9,53.4,2.79
@USER I feel like this happens at the library except they argue a .30 fine because they don’t appreciate us and think she is doing us a favor by patronizing the library. But the family of seven with a huge fine on multiple picture books will write out a check then and there.,calm,55.3,70.0,1.27
@USER @USER Espn is a joke. She is an entitled bully who can't handle losing.,contempt,90.0,37.8,4.71
@USER but if you go on a date first..and then have sex...it’s the best of both worlds. and the sex is better.,frustration,90.0,44.1,5.67
@USER Whoa! 😳 #Resist #Liberals #FakeNews #Democrats #PP #Antifa #WomensMarch #MaxineWaters #Kavanaugh #HillaryClinton #MAGA #Maddow #VoteRed2018 The whole kitchen sink. 🙄,neutral,65.6,68.7,1.31
@USER Would you resign with the boys? Just curious and honest question have you gained any perspective of why yall parted ways? Being serious cuz you are a BAD (positive) receiver!,calm,62.8,75.5,0.7
@USER She is very cute so she can get away with this,calm,60.7,89.2,1.58
@USER 20 million dollars from cbs to #metoo can buy a lot of lies from a lot of professional witnesses with a lot of axes to grind.  Antifa is fully financed by BLM millions they collected from Obama’s Justice dept and look at the antiamerican havoc they create. #metoo is warming up.,calm,59.1,87.4,0.66
@USER @USER @USER Not crazy but given she is my wife I feel unqualified to give an unbiased answer lol,calm,68.1,87.0,1.71
@USER 6 million dollars for 2 years left on a contract?   WTH was she really doing there?,neutral,69.2,51.1,1.57
@USER A whole meta joke here would be my original tweet fuckin up the calculations.,anger,93.2,26.9,7.69
"@USER He should be ashamed of himself.  Did Michael Moore start the term on the internet called a troll""?  I think he is an ancient troll that is coming into his age with the liberal hysteria and their guided ignorance.""",anger,100.8,23.3,7.68
".@USER Maybe Kavanaugh should withdraw, spare country tinderbox"" hearing #TTT URL What are you afraid of @USER ?  He is going to be on the court and the GOP is going to expand their majorities.  You are pissing on a red ant hill""",contempt,75.3,45.2,3.04
@USER You are one of the mastermind of a big syndicate at BOC.  We will not forget. You will go to jail!😡  #FakeDrugWar,anger,98.5,36.0,5.39
"@USER How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"" to Kavanaugh? Until you have said ""no"" to man, you do not know what he is like.""",calm,65.3,68.7,1.94
@USER Let the leftist democrats riot in the streets with their antifa counterparts.,hate,85.3,30.2,5.69
@USER What happened to wokeisis,calm,62.1,65.2,1.46
@USER @USER You are the poster child for marrying up.,neutral,74.6,61.0,2.25
"@USER Don't forget the deletion of all of her social media (no doubt Anti-Trump pro Antifa). Why is no-one asking why she cannot fix a year or day? Are they genuinely THAT gullible? She had one"" beer and ""somehow"" ended up in a bedroom? Implausible.""",anger,95.5,32.6,5.61
@USER @USER So glad you are an American! Americans don’t hate....liberals are the true party of hate!,frustration,92.2,28.0,6.86
@USER @USER So how do propose a ward deal with this? Put the gay/lesbian youth with the opposite gender? Or segregate them from the other kids entirely (awful idea). I’m just going to assume @USER has more experience and knows what he is talking about here.,hate,87.4,27.7,5.41
@USER Breitbart must be hacked! Your headline says it all.,hate,97.5,23.1,8.81
@USER Are you joining ANTIFA?,neutral,76.4,66.4,2.55
#parklandkids misappropriated the phrase #neveragain in order to do exactly the opposite of what it originally stood for.  URL,calm,68.6,82.9,0.72
@USER Cross them of the list....,neutral,63.3,52.9,1.61
@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow,contempt,77.1,31.4,4.54
@USER Fuck you I’ll put hot sauce on a slice of pizza again for you,hate,92.8,20.9,5.86
@USER @USER Don't hold your breath. Biased media will just double down on conservatives. The public is slowly catching on.,neutral,70.5,62.9,1.16
@USER I eat some weird shit but this crossed the line,anger,103.9,31.7,6.78
"@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly.""",disgust,80.8,48.4,6.97
@USER hello angel i'm really sorry to bother you with my message i can't help it you are too beautiful. this is for you 😍🌷🥀🌹💐,calm,57.5,82.1,0.79
#politicslive #Conservatives told us selling Council  House Deregulating Rental Housing Market solutions would lead to more housing cheaper rents more home ownership Now look at the homeless figures Sky High Rents Lack of Tennant Rights Profits #Tories selling Public Land #Labour,neutral,63.5,68.8,1.6
@USER There she is... URL,calm,66.3,89.7,0.68
@USER Tbh I only started recently but the only thing I don't like about mineta is how whiny he is,calm,63.8,76.1,0.57
@USER @USER I don't like the idea of supporting this company. URL,calm,65.6,84.2,1.1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was strapped to the back of Russells Jeep as part of the troll stroll video that had Tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we're triggering folks today""""",neutral,62.9,68.3,1.22
@USER This kind of meme just drives me further away from the Conservatives. My mother and father are rolling in their proverbial...you know. They would be disappointed in the lowness of it all.,calm,64.6,76.2,1.63
@USER The washed-out idiot #Biden feels he has a chance by insulting all conservatives who are supporting their great #POTUS...I don’t think so CRAZY JOE!!!,hate,91.4,34.2,8.42
@USER Proud. Shit is fire no matter what weather you’re in. No matter if your house temperature is high or low. Everyone’s just too pussy to get in the water for 1 min. Cuz after that you get used to the temp,anger,87.0,25.2,6.99
@USER @USER  has announced he is releasing #Fisa URL,neutral,76.5,55.1,1.26
@USER @USER Such a fucked night @USER,frustration,89.6,39.3,6.62
@USER @USER Fuuckkkk youuuuu,hate,104.8,33.6,8.67
@USER @USER Long time prisoners will also have a hard time while he is there.,calm,64.6,89.8,1.7
@USER @USER i lost my shit and everyone in class is judging me lmao.,hate,100.4,22.5,5.7
@USER Donot worry Sidhuji If Modi can become PM you are in making.  Hind National Party,neutral,66.9,63.7,1.9
@USER Her family consist of : -Cheating husband who never loved her -two bonus boys who made it clear she is not their mom and never will be - in laws who show more affection to stray cats than Wewe. - paid employees who laugh at her while cashing her checks. URL,hate,85.6,27.4,7.06
@USER @USER @USER @USER Wait so are pet stores hoarding? The fact that she is able to provide for an assistant to case for her animals means she IS adequately caring for them. Lmao that doesn't mean she has to do EVERY SINGLE THING on her own,neutral,76.1,63.0,2.05
@USER Chelsea is as crazy as her mother,contempt,86.7,38.8,3.54
@USER Wind has become the true anti-fascist! Long live comrade wind against U.S. imperialist and capitalist hegemony!!!!! #antifa #socialism,calm,58.3,83.4,1.63
@USER Yes and give you energy naturally. Keeps you hydrated,neutral,77.8,69.8,1.8
@USER First Amendment,neutral,60.1,63.0,2.1
@USER @USER @USER The vast majority of guns on Chicago streets come from neighboring Indiana. States with toughest laws &amp; a way to keep guns out have lowest gun-related murder rates. (ala Hawaii) Smart gun control works!,neutral,60.0,69.0,1.98
@USER Hey dipstick why don’t you sign Kaepernick? You love him so much,neutral,79.1,64.9,1.76
"@USER @USER should careful!!  all things will use to against him, It's kind of a hit job by Someone or a Group?? That's Interview"" was used to victimize him, he should be careful to act from now on!!""",calm,66.4,88.9,1.03
#omg #bobbybrown sister #leolahbrown is not having it with #bet #Bobby roe story she is calling out his ex-wife for fabrication and #lies #celebnmusic247 #celebritynews #breakingnews #news #thebobbybrownstory URL URL,neutral,70.4,68.1,2.91
@USER @USER Get him off what? lol You better wake up and look around you. Liberals want anarchy and no laws and to keep giving away your hard earned money to people who refuse to work. Then they sit back in their big gated houses in their lily white world and forget all about you. 🐑,calm,65.9,87.8,0.98
@USER I 100% AGREE. The Republicans MUST NOT allow this individual to DICTATE RULES and put the country on HOLD. EF HER!!!! #ThursdayMotivation #WalkAway #MAGA #Pussyhats,neutral,76.8,54.5,1.66
@USER @USER Rodenbury was against violence and would have advocated for gun control.,calm,58.3,70.3,1.65
@USER I love it that the wet liberals are so frightened by the US. And yet are so keen to deal with the non-democracy that is Europe.,disgust,81.8,35.7,4.74
@USER Holder has a perverted view of the law. Not surprising since he is a Democrat.,anger,103.1,39.8,6.78
@USER He wants in the White House! URL,neutral,79.2,65.6,1.11
@USER You are so wrong. Although I haven't  had a Whopper in 40 years,neutral,68.7,64.6,2.36
@USER Ummm you can't hear what she hears because you're not bat poop crazy like she is.,contempt,81.9,45.2,4.9
@USER And has NOTHING to do with math!,neutral,63.4,68.8,2.77
@USER @USER @USER 🤣🤣 because they don’t exist!,neutral,62.4,64.9,2.8
@USER You may not be funny but you are serving up some serious truth bombs and I love it. Thanks!!!,calm,61.9,80.8,0.73
@USER The beauty of the marketplace of ideas is no one is forced to bite their tongue or to cheer unless they so choose.,neutral,70.8,67.6,2.6
@USER thinking of leaving this is a joke now! I spend all my time connecting for it just to disconnect again!,neutral,67.1,53.2,2.31
