text,emotion,hr,hrv,eda
The person is speaking in a revolted tone suggesting disgust,disgust,86.3,54.4,6.11
"Audio emotional state: anger, detected from speech prosody",anger,101.4,29.8,7.38
Voice fear indicator — the speaker sounds scared with moderate expression,fear,103.6,27.0,9.68
Voice neutral indicator — the speaker sounds even-toned with clear expression,neutral,63.2,76.0,1.28
Speech emotion detection: angry voice pattern with typical arousal,anger,93.9,31.8,7.6
Voice analysis indicates anger with moderate intensity,anger,100.2,34.5,5.35
The speaker's voice carries standard signs of being alarmed,fear,97.4,37.9,7.48
Voice analysis indicates sadness with standard intensity,sadness,60.3,50.6,1.97
Prosodic analysis of an emotional statement reveals high grief,grief,50.3,40.2,2.4
The speaker's voice carries strong signs of being enraged,anger,96.0,22.2,6.72
Speech emotion detection: scared voice pattern with typical arousal,fear,101.9,38.6,8.79
Speech emotion detection: disgusted voice pattern with typical arousal,disgust,74.8,52.5,5.32
The person is speaking in a matter-of-fact tone suggesting neutral,neutral,63.4,63.3,1.22
"Audio emotional state: neutral, detected from speech prosody",neutral,73.4,72.9,1.21
The speaker sounds disgusted,disgust,75.4,54.7,4.32
Prosodic analysis of a spoken utterance reveals moderate sadness,sadness,68.5,54.3,1.5
Speech emotion detection: sad voice pattern with typical arousal,sadness,65.4,49.0,1.85
Prosodic analysis of a motivational sentence reveals normal disgust,disgust,88.9,35.4,6.36
Prosodic analysis of a thoughtful expression reveals moderate joy,joy,85.7,75.1,2.17
Speech emotion detection: delighted voice pattern with moderate arousal,joy,89.9,52.4,3.57
Audio segment classified as anger based on irritated vocal characteristics,anger,102.5,35.8,7.59
Audio segment classified as fear based on fearful vocal characteristics,fear,93.0,35.0,9.22
Voice joy indicator — the speaker sounds pleased with moderate expression,joy,72.8,69.3,3.75
Acoustic features suggest the person feels heartbroken while delivering a spoken utterance,grief,67.0,32.1,1.45
The speaker's voice carries moderate signs of being alarmed,fear,93.1,32.5,8.13
The speaker sounds happy,joy,82.4,78.4,3.44
Audio segment classified as disgust based on revolted vocal characteristics,disgust,70.9,42.1,4.77
Voice analysis indicates neutral with normal intensity,neutral,64.5,74.7,1.89
Audio segment classified as fear based on terrified vocal characteristics,fear,92.3,29.7,9.68
The speaker's voice carries moderate signs of being cheerful,joy,75.7,63.2,2.63
Voice fear indicator — the speaker sounds fearful with normal expression,fear,102.1,38.7,8.97
Voice joy indicator — the speaker sounds joyful with typical expression,joy,85.3,55.4,2.86
Voice analysis indicates disgust with noticeable intensity,disgust,88.0,38.5,6.68
Audio segment classified as calm based on peaceful vocal characteristics,calm,68.7,76.4,1.28
Acoustic features suggest the person feels downcast while delivering a motivational sentence,sadness,61.5,46.7,1.48
"The vocal expression conveys anger, the tone is furious",anger,102.8,28.2,7.83
Voice disgust indicator — the speaker sounds disgusted with clear expression,disgust,87.0,41.3,6.13
The speaker's voice carries typical signs of being serene,calm,58.9,89.9,1.06
Emotional tone: repulsed. Intensity level: moderate. Classification: disgust,disgust,77.8,46.1,4.52
Audio segment classified as sadness based on sad vocal characteristics,sadness,61.4,50.5,1.7
Emotional tone: elated. Intensity level: typical. Classification: joy,joy,73.6,64.9,3.85
Emotional tone: composed. Intensity level: standard. Classification: neutral,neutral,66.5,67.5,1.04
Audio segment classified as sadness based on melancholy vocal characteristics,sadness,59.7,58.7,1.35
Prosodic analysis of a thoughtful expression reveals moderate anger,anger,108.8,28.0,5.73
The person is speaking in a ecstatic tone suggesting excitement,excitement,94.3,49.5,5.77
Speech emotion detection: panicked voice pattern with noticeable arousal,fear,93.8,36.0,6.37
Prosodic analysis of a conversational statement reveals typical calm,calm,71.9,66.8,1.25
"Audio emotional state: disgust, detected from speech prosody",disgust,85.8,41.8,4.47
Emotional tone: frightened. Intensity level: normal. Classification: fear,fear,88.1,36.0,9.25
The person is speaking in a melancholy tone suggesting sadness,sadness,68.2,59.3,1.53
Prosodic analysis of an emotional statement reveals high anger,anger,97.4,21.9,6.27
Prosodic analysis of a spoken utterance reveals clear disgust,disgust,74.5,48.4,4.61
Audio segment classified as frustration based on vexed vocal characteristics,frustration,81.4,25.6,4.81
Voice disgust indicator — the speaker sounds appalled with distinct expression,disgust,83.9,51.8,5.34
Voice analysis indicates anger with typical intensity,anger,85.5,37.2,7.89
Acoustic features suggest the person feels startled while delivering a spoken utterance,surprise,81.4,41.3,5.13
"Audio emotional state: sadness, detected from speech prosody",sadness,61.8,44.0,1.69
Emotional tone: surprised. Intensity level: evident. Classification: surprise,surprise,94.2,52.7,3.05
The person is speaking in a repulsed tone suggesting disgust,disgust,89.9,54.6,4.83
The speaker sounds disdainful,contempt,76.4,42.4,3.4
"Audio emotional state: anger, detected from speech prosody",anger,92.0,26.4,5.16
The speaker sounds delighted,joy,87.5,73.6,2.76
The speaker sounds livid,anger,103.3,31.5,5.24
Voice joy indicator — the speaker sounds joyful with noticeable expression,joy,79.6,74.9,2.2
Prosodic analysis of a spoken utterance reveals noticeable grief,grief,67.0,49.1,1.28
The speaker's voice carries evident signs of being alarmed,fear,90.9,39.6,7.07
Voice analysis indicates neutral with standard intensity,neutral,73.7,64.7,1.42
Prosodic analysis of a descriptive statement reveals typical joy,joy,77.8,58.5,3.14
Voice disgust indicator — the speaker sounds appalled with extreme expression,disgust,75.4,41.6,5.36
Audio segment classified as neutral based on neutral vocal characteristics,neutral,65.6,61.4,1.1
Voice anger indicator — the speaker sounds incensed with standard expression,anger,89.0,38.6,6.52
The person is speaking in a devastated tone suggesting grief,grief,65.8,37.2,2.94
"The vocal expression conveys neutral, the tone is neutral",neutral,73.1,56.4,1.4
The speaker sounds irate,anger,109.6,28.3,5.63
Voice neutral indicator — the speaker sounds composed with normal expression,neutral,65.7,62.8,1.13
The speaker sounds revolted,disgust,77.3,41.8,5.94
Voice joy indicator — the speaker sounds joyful with normal expression,joy,75.9,72.9,2.48
"Audio emotional state: fear, detected from speech prosody",fear,91.8,39.3,6.8
The speaker's voice carries normal signs of being downcast,sadness,66.5,52.1,1.67
The person is speaking in a sorrowful tone suggesting sadness,sadness,65.5,57.3,1.03
The speaker sounds impassive,neutral,68.1,61.8,1.88
The speaker's voice carries standard signs of being placid,calm,68.9,87.0,1.39
Voice neutral indicator — the speaker sounds neutral with noticeable expression,neutral,74.0,74.5,1.56
Prosodic analysis of a spoken utterance reveals clear disgust,disgust,70.1,39.7,4.35
"The vocal expression conveys joy, the tone is cheerful",joy,83.3,75.0,3.03
Speech emotion detection: tranquil voice pattern with moderate arousal,calm,64.1,81.1,0.88
Voice sadness indicator — the speaker sounds sorrowful with evident expression,sadness,57.8,52.8,1.43
"Audio emotional state: disgust, detected from speech prosody",disgust,87.9,48.9,4.76
Audio segment classified as fear based on panicked vocal characteristics,fear,91.9,40.8,6.33
Prosodic analysis of a factual statement reveals standard excitement,excitement,93.6,56.0,6.51
"The vocal expression conveys joy, the tone is delighted",joy,74.8,67.4,3.74
Emotional tone: disgusted. Intensity level: high. Classification: disgust,disgust,76.6,36.0,4.04
The person is speaking in a terrified tone suggesting fear,fear,80.8,36.6,7.55
Audio segment classified as neutral based on even-toned vocal characteristics,neutral,61.3,56.2,1.39
The speaker sounds terrified,fear,88.1,28.3,7.18
"Audio emotional state: neutral, detected from speech prosody",neutral,65.6,79.6,1.78
The speaker sounds even-toned,neutral,65.4,70.6,1.91
Voice analysis indicates neutral with standard intensity,neutral,69.4,66.8,1.2
Prosodic analysis of a spoken utterance reveals clear fear,fear,102.5,44.4,9.57
The speaker's voice carries normal signs of being dismissive,contempt,83.2,48.8,3.74
"Audio emotional state: calm, detected from speech prosody",calm,70.1,84.7,1.59
"Audio emotional state: fear, detected from speech prosody",fear,104.0,31.5,6.45
Emotional tone: elated. Intensity level: subtle. Classification: joy,joy,71.9,66.3,2.34
The speaker's voice carries clear signs of being composed,neutral,63.6,75.2,1.66
The speaker sounds pleased,joy,77.6,78.9,3.52
Voice sadness indicator — the speaker sounds melancholy with clear expression,sadness,55.7,42.5,1.13
The speaker's voice carries evident signs of being irritated,anger,108.1,23.7,5.32
The speaker sounds cheerful,joy,83.6,79.3,3.0
The speaker sounds delighted,joy,76.7,60.0,3.09
"The vocal expression conveys disgust, the tone is sickened",disgust,82.4,35.4,6.54
Audio segment classified as sadness based on sorrowful vocal characteristics,sadness,66.8,42.6,1.8
"The vocal expression conveys fear, the tone is frightened",fear,86.4,41.3,8.36
Audio segment classified as sadness based on gloomy vocal characteristics,sadness,57.1,58.9,1.61
The person is speaking in a composed tone suggesting neutral,neutral,60.2,56.8,1.99
The person is speaking in a pleased tone suggesting joy,joy,72.9,50.8,3.3
Voice joy indicator — the speaker sounds pleased with moderate expression,joy,74.1,62.4,3.65
Audio segment classified as anger based on angry vocal characteristics,anger,99.4,31.3,7.93
The speaker's voice carries moderate signs of being enraged,anger,105.8,21.6,7.34
The speaker's voice carries moderate signs of being furious,anger,92.4,21.4,6.45
Emotional tone: apprehensive. Intensity level: evident. Classification: anxiety,anxiety,98.7,20.4,8.52
Audio segment classified as disgust based on revolted vocal characteristics,disgust,71.0,45.1,4.43
"The vocal expression conveys joy, the tone is cheerful",joy,85.7,61.1,2.76
The person is speaking in a repulsed tone suggesting disgust,disgust,89.2,51.3,6.01
"The vocal expression conveys disgust, the tone is repulsed",disgust,86.1,37.9,6.27
"Audio emotional state: fear, detected from speech prosody",fear,92.1,25.5,6.64
Voice anger indicator — the speaker sounds livid with typical expression,anger,104.5,33.8,5.91
Voice analysis indicates fear with typical intensity,fear,102.2,28.4,7.65
The speaker's voice carries moderate signs of being melancholy,sadness,59.2,40.3,1.95
Voice fear indicator — the speaker sounds frightened with normal expression,fear,92.2,39.9,7.88
Emotional tone: neutral. Intensity level: normal. Classification: neutral,neutral,69.2,59.7,1.3
"The vocal expression conveys contempt, the tone is derisive",contempt,88.8,46.2,3.43
"Audio emotional state: surprise, detected from speech prosody",surprise,88.3,41.8,5.97
Voice sadness indicator — the speaker sounds melancholy with typical expression,sadness,66.2,51.0,1.39
Voice sadness indicator — the speaker sounds sad with distinct expression,sadness,59.9,42.7,1.6
The speaker's voice carries pronounced signs of being energized,excitement,92.6,59.4,6.1
"The vocal expression conveys sadness, the tone is sad",sadness,69.3,53.6,1.07
Emotional tone: enraged. Intensity level: moderate. Classification: anger,anger,99.6,28.9,5.14
Voice fear indicator — the speaker sounds frightened with clear expression,fear,100.1,44.5,9.07
Prosodic analysis of a spoken utterance reveals clear surprise,surprise,75.0,42.1,4.71
Voice analysis indicates disgust with evident intensity,disgust,75.4,45.4,5.92
Acoustic features suggest the person feels joyful while delivering a suggestive phrase,joy,84.6,63.1,3.56
Prosodic analysis of a transactional statement reveals normal anger,anger,108.5,30.2,6.52
The speaker's voice carries typical signs of being disgusted,disgust,75.2,49.4,5.86
The speaker's voice carries noticeable signs of being terrified,fear,101.4,31.7,8.47
The speaker sounds alarmed,fear,80.3,42.2,9.04
Prosodic analysis of an emotional statement reveals pronounced anger,anger,88.2,37.5,7.07
Voice analysis indicates calm with clear intensity,calm,58.0,86.1,1.28
"The vocal expression conveys joy, the tone is pleased",joy,89.3,74.5,3.45
Speech emotion detection: disdainful voice pattern with moderate arousal,contempt,83.5,42.6,4.09
The person is speaking in a enraged tone suggesting anger,anger,86.3,28.6,7.3
The speaker sounds animated,excitement,100.5,43.4,6.8
The speaker sounds alarmed,fear,98.6,38.0,9.73
Prosodic analysis of a spoken utterance reveals clear neutral,neutral,64.2,71.3,1.99
Emotional tone: repulsed. Intensity level: standard. Classification: disgust,disgust,78.8,45.6,5.05
Voice surprise indicator — the speaker sounds stunned with clear expression,surprise,83.7,36.3,4.63
The person is speaking in a downcast tone suggesting sadness,sadness,59.2,46.3,1.86
